Marca;Producto;Peso (Ml);;Costo;Precio;Sexo;Tipo;Tester;Estuche
Calvin Klein;Ck One Edt 200ml;200;;251.616;880.656;Unisex;EDT;;
Calvin Klein;Ck One Edt 50ml;50;;100.596;352.086;Unisex;EDT;;
Calvin Klein;Ck One Gold Edt 200ml;200;;251.616;880.656;Unisex;EDT;;
Calvin Klein;Ck One Gold Tester Edt 100ml;100;;142.546;498.911;Unisex;EDT;Tester;
Calvin Klein;Ck One Platinum Tester Edt 100ml;100;;150.936;528.276;Unisex;EDT;Tester;
Calvin Klein;Ck One Red Collectors Edicion Edt 100ml;100;;159.326;557.641;Unisex;EDT;;
Calvin Klein;Ck One Summer Edt 100ml;100;;134.156;469.546;Unisex;EDT;;
Calvin Klein;Ck One Summer Edt 100ml;100;;134.156;469.546;Unisex;EDT;;
Calvin Klein;Ck One Summer Tester Edt 100ml;100;;117.376;410.816;Unisex;EDT;Tester;
Calvin Klein;Ck One Tester Edt 200ml;200;;155.131;542.959;Unisex;EDT;Tester;
Carolina Herrera;212 Hombre Desodorante 150ml;150;;125.766;440.181;Hombre;DESODORANTE;;
Carolina Herrera;212 Men Edt 200ml;200;;671.116;2.348.906;Hombre;EDT;;
Carolina Herrera;212 Men Nyc Edt 100ml;100;;494.926;1.732.241;Hombre;EDT;;
Carolina Herrera;212 Men Nyc Edt 30ml;30;;201.276;704.466;Hombre;EDT;;
Carolina Herrera;212 Men Nyc Edt 50ml;50;;360.686;1.262.401;Hombre;EDT;;
Carolina Herrera;212 Men Nyc Tester Edt 100ml;100;;452.976;1.585.416;Hombre;EDT;Tester;
Carolina Herrera;212 Men Sexy Edt 30ml;30;;209.666;733.831;Hombre;EDT;;
Carolina Herrera;212 Sexy Hombre Desodorante 150ml;150;;125.766;440.181;Hombre;DESODORANTE;;
Carolina Herrera;212 Sexy Men Edt 100ml;100;;419.416;1.467.956;Hombre;EDT;;
Carolina Herrera;212 Sexy Men Tester Edt 100ml;100;;335.516;1.174.306;Hombre;EDT;Tester;
Carolina Herrera;212 Vip Black Estuche Edp 100ml+10ml;212 + 10;;562.046;1.967.161;Hombre;EDP;;Estuche
Carolina Herrera;212 Vip Black Hombre Edp 200ml;200;;671.116;2.348.906;Hombre;EDP;;
Carolina Herrera;212 Vip Black Red Hombre Edp 100ml;100;;486.536;1.702.876;Hombre;EDP;;
Carolina Herrera;212 Vip Hombre Desodorante 150ml;150;;125.766;440.181;Hombre;DESODORANTE;;
Carolina Herrera;212 Vip Hombre Edt 200ml;200;;595.606;2.084.621;Hombre;EDT;;
Carolina Herrera;212 Vip Men Black Edp 100ml;100;;528.486;1.849.701;Hombre;EDP;;
Carolina Herrera;212 Vip Men Edt 100ml;100;;444.586;1.556.051;Hombre;EDT;;
Carolina Herrera;212 Vip Men Estuche Edt 100ml+10ml;212 + 10;;478.146;1.673.511;Hombre;EDT;;Estuche
Carolina Herrera;212 Vip Men Tester Edt 100ml;100;;385.856;1.350.496;Hombre;EDT;Tester;
Carolina Herrera;Bad Boy 3pcs Estuche Edt 100ml+Mini 10ml+Desodorante 100ml;100;;796.966;2.789.381;Hombre;DESODORANTE;;Estuche
Carolina Herrera;Bad Boy Edt 100ml;100;;629.166;2.202.081;Hombre;EDT;;
Carolina Herrera;Ch Beasts Hombre Edicion Limitada Edp 100ml;100;;503.316;1.761.606;Hombre;EDP;;
Carolina Herrera;Ch Insignia Edicion Limitada Hombre Edp 100ml;100;;587.216;2.055.256;Hombre;EDP;;
Carolina Herrera;Ch Man Edt 100ml;100;;528.486;1.849.701;Hombre;EDT;;
Carolina Herrera;Ch Men Edt 200ml;200;;671.116;2.348.906;Hombre;EDT;;
Carolina Herrera;Ch Men Estuche Edt 100ml+Af.Shave Balm 100ml;100 + 100;;587.216;2.055.256;Hombre;EDT;;Estuche
Carolina Herrera;Ch Men Prive Estuche Edt 100ml+Af.Shave Balm 100ml;100 + 100;;377.466;1.321.131;Hombre;EDT;;Estuche
Carolina Herrera;Ch Men Prive Estuche Edt 100ml+Af.Shave Balm 100ml.;100 + 100;;461.366;1.614.781;Hombre;EDT;;Estuche
Carolina Herrera;Ch Men Sport Edt 100ml;100;;335.516;1.174.306;Hombre;EDT;;
Carolina Herrera;Ch Men Tester Edt 100ml;100;;402.636;1.409.226;Hombre;EDT;Tester;
Carolina Herrera;Chic Hombre Edt 100ml;100;;343.906;1.203.671;Hombre;EDT;;
Carolina Herrera;Herrera For Men Edt 100ml;100;;369.076;1.291.766;Hombre;EDT;;
Carolina Herrera;Herrera For Men Edt 200ml;200;;494.926;1.732.241;Hombre;EDT;;
Carolina Herrera;Herrera For Men Tester Edt 100ml;100;;327.126;1.144.941;Hombre;EDT;Tester;
Carolina Herrera;212 Mujer Edt 60ml;60;;377.466;1.321.131;Mujer;EDT;;
Carolina Herrera;212 Mujer Estuche Edt 100ml + 10ml;212 + 10;;562.046;1.967.161;Mujer;ML;;Estuche
Carolina Herrera;212 Mujer Estuche Edt 100ml+10ml;212 + 10;;562.046;1.967.161;Mujer;ML;;Estuche
Carolina Herrera;212 Mujer Tester Edt 100ml;100;;461.366;1.614.781;Mujer;EDT;Tester;
Carolina Herrera;212 Mujer Tester Edt 60ml;60;;218.056;763.196;Mujer;EDT;Tester;
Carolina Herrera;212 Nyc Edt 30ml;30;;218.056;763.196;Mujer;EDT;;
Carolina Herrera;212 Nyc Mujer Edt 100ml;100;;528.486;1.849.701;Mujer;EDT;;
Carolina Herrera;212 Sexy Edp 100ml;100;;461.366;1.614.781;Mujer;EDP;;
Carolina Herrera;212 Sexy Edp 30ml;30;;192.886;675.101;Mujer;EDP;;
Carolina Herrera;212 Sexy Edp 60ml;60;;293.566;1.027.481;Mujer;EDP;;
Carolina Herrera;212 Sexy Tester Edp 100ml;100;;377.466;1.321.131;Mujer;EDP;Tester;
Carolina Herrera;212 Vip Edp 125ml;125;;637.556;2.231.446;Mujer;EDP;;
Carolina Herrera;212 Vip Edp 80ml;80;;461.366;1.614.781;Mujer;EDP;;
Carolina Herrera;212 Vip Estuche Edp 50ml+Locion 75ml;212 + 75;;377.466;1.321.131;Mujer;EDP;;Estuche
Carolina Herrera;212 Vip Estuche Edp 80ml+Locion 100ml;212 + 100;;511.706;1.790.971;Mujer;EDP;;Estuche
Carolina Herrera;212 Vip Mujer Desodorante 150ml;150;;125.766;440.181;Mujer;DESODORANTE;;
Carolina Herrera;212 Vip Rose Edp 125ml;125;;637.556;2.231.446;Mujer;EDP;;
Carolina Herrera;212 Vip Rose Edp 50ml;50;;335.516;1.174.306;Mujer;EDP;;
Carolina Herrera;212 Vip Rose Edp 80ml;80;;511.706;1.790.971;Mujer;EDP;;
Carolina Herrera;212 Vip Rose Estuche Edp 80ml + Mini Edp 10ml;212 + 10;;562.046;1.967.161;Mujer;EDP;;Estuche
Carolina Herrera;212 Vip Rose Red Edicion Limitada Edp 80ml;80;;461.366;1.614.781;Mujer;EDP;;
Carolina Herrera;Carolina Herrera Edp 100ml;100;;444.586;1.556.051;Mujer;EDP;;
Carolina Herrera;Carolina Herrera Mujer Edt 100ml;100;;369.076;1.291.766;Mujer;EDT;;
Carolina Herrera;Carolina Herrera Mujer Tester Edt 100ml;100;;327.126;1.144.941;Mujer;EDT;Tester;
Carolina Herrera;Carolina Herrera Tester Edp 100ml;100;;402.636;1.409.226;Mujer;EDP;Tester;
Carolina Herrera;Ch Central Park Mujer Edt 100ml;100;;436.196;1.526.686;Mujer;EDT;;
Carolina Herrera;Ch Insignia Edicion Limitada Mujer Edp 100ml;100;;671.116;2.348.906;Mujer;EDP;;
Carolina Herrera;Ch Leau Edt 100ml;100;;411.026;1.438.591;Mujer;EDT;;
Carolina Herrera;Ch Leau Edt 150ml;150;;503.316;1.761.606;Mujer;EDT;;
Carolina Herrera;Ch Leau Edt 50ml;50;;310.346;1.086.211;Mujer;EDT;;
Carolina Herrera;Ch Leau Mujer Estuche Edt 100ml+Locion 100ml;100 + 100;;452.976;1.585.416;Mujer;EDT;;Estuche
Carolina Herrera;Ch Leau Mujer Tester Edt 100ml;100;;360.686;1.262.401;Mujer;EDT;Tester;
Carolina Herrera;Ch Mujer Edt 100ml;100;;587.216;2.055.256;Mujer;EDT;;
Carolina Herrera;Ch Mujer Edt 50ml;50;;394.246;1.379.861;Mujer;EDT;;
Carolina Herrera;Ch Mujer Estuche Edt 100ml+Locion 100ml;100 + 100;;587.216;2.055.256;Mujer;EDT;;Estuche
Carolina Herrera;Ch Mujer Estuche Edt 100ml+Mini 10ml;100 + 10;;629.166;2.202.081;Mujer;EDT;;Estuche
Carolina Herrera;Ch Mujer Tester Edt 100ml;100;;469.756;1.644.146;Mujer;EDT;Tester;
Carolina Herrera;Ch Prive Edp 80ml;80;;377.466;1.321.131;Mujer;EDP;;
Carolina Herrera;Chic Mujer Edp 80ml;80;;335.516;1.174.306;Mujer;EDP;;
Carolina Herrera;Chic Mujer Tester Edp 80ml;80;;301.956;1.056.846;Mujer;EDP;Tester;
Carolina Herrera;Good Girl Edp 80ml;80;;755.016;2.642.556;Mujer;EDP;;
Carolina Herrera;Good Girl Estuche Edp 3 X 20ml;20;;545.266;1.908.431;Mujer;EDP;;Estuche
Carolina Herrera;Good Girl Estuche Edp 50ml+Locion 75ml;50 + 75;;587.216;2.055.256;Mujer;EDP;;Estuche
Carolina Herrera;Good Girl Estuche Edp 80ml + Locion 100ml;80 + 100;;629.166;2.202.081;Mujer;EDP;;Estuche
Carolina Herrera;Good Girl Estuche Edp 80ml+Body Locion 100ml;80 + 100;;755.016;2.642.556;Mujer;EDP;;Estuche
Carolina Herrera;Good Girl Legere Edp 80ml;80;;671.116;2.348.906;Mujer;EDP;;
Carolina Herrera;Good Girl Supreme Edp 80ml;80;;805.356;2.818.746;Mujer;EDP;;
Carolina Herrera;Good Girl Supreme Estuche Edp 80ml+Locion 100ml;80 + 100;;830.526;2.906.841;Mujer;EDP;;Estuche
Cartier;Cartier Mini Estuche Declaration Edt 4ml + L'envol Edp 5ml + Eau Edp 5ml + Eau Concentree Edp 5ml;5;;209.666;733.831;Hombre;EDP;;Estuche
Cartier;Declaracion D Un Soir Edt 100ml;100;;335.516;1.174.306;Hombre;EDT;;
Cartier;Declaration Edt 150ml;150;;469.756;1.644.146;Hombre;EDT;;
Cartier;Declaration Essence Edt 100ml;100;;335.516;1.174.306;Hombre;EDT;;
Cartier;Declaration Essence Tester Edt 100ml;100;;260.006;910.021;Hombre;EDT;Tester;
Cartier;Declaration Estuche Edt 100ml+15ml;100 + 15;;385.856;1.350.496;Hombre;EDT;;Estuche
Cartier;Declaration L'eau Edt 100ml;100;;285.176;998.116;Hombre;EDT;;
Cartier;Declaration Men Edt 100ml;100;;335.516;1.174.306;Hombre;EDT;;
Cartier;Declaration Parfum 100ml;100;;427.806;1.497.321;Hombre;EDP;;
Cartier;Declaration Tester Parfum 100ml;100;;343.906;1.203.671;Hombre;EDP;Tester;
Cartier;Eau De Cartier Edt 100ml;100;;293.566;1.027.481;Hombre;EDT;;
Cartier;Pasha De Cartier Edt 100ml;100;;335.516;1.174.306;Hombre;EDT;;
Cartier;Pasha Tester Edt 100ml;100;;293.566;1.027.481;Hombre;EDT;Tester;
Cartier;Roadster De Cartier Edt 100ml;100;;285.176;998.116;Hombre;EDT;;
Cartier;Roadster Sport Edt 100ml;100;;285.176;998.116;Hombre;EDT;;
Cartier;Roadster Sport Tester Edt 100ml;100;;251.616;880.656;Hombre;EDT;Tester;
Cartier;Santos De Cartier Edt 100ml;100;;301.956;1.056.846;Hombre;EDT;;
Cartier;Santos De Cartier Tester Edt 100ml;100;;251.616;880.656;Hombre;EDT;Tester;
Cartier;Cartier Carat Tester Edp 100ml;100;;335.516;1.174.306;Mujer;EDP;Tester;
Cartier;Eau De Cartier Concentree Edt 100ml;100;;285.176;998.116;Mujer;EDT;;
Cartier;Eau De Cartier Concentree Edt 200ml;200;;360.686;1.262.401;Mujer;EDT;;
Cartier;Eau De Cartier Concentree Tester Edt 100ml;100;;251.616;880.656;Mujer;EDT;Tester;
Cartier;La Panthere Edp 75ml;75;;436.196;1.526.686;Mujer;EDP;;
Cartier;La Panthere Soir Tester Edp 75ml;75;;301.956;1.056.846;Mujer;EDP;Tester;
Cartier;La Panthere Tester Edt 75ml;75;;377.466;1.321.131;Mujer;EDT;Tester;
Cartier;Must De Cartier Mujer Tester Edt 100ml;100;;276.786;968.751;Mujer;EDT;Tester;
Cartier;Must Edt 100ml;100;;301.956;1.056.846;Mujer;EDT;;
Cartier;Eau De Cartier Edt 200ml;200;;377.466;1.321.131;Unisex;EDT;;
Cartier;Eau De Cartier Tester Edt 100ml;100;;251.616;880.656;Unisex;EDT;Tester;
Chloe Narcisse;Chloe Edp 75ml;75;;469.756;1.644.146;Mujer;EDP;;
Chloe Narcisse;Chloe Edt 75ml;75;;419.416;1.467.956;Mujer;EDT;;
Chloe Narcisse;Chloe Love Story Edp 75ml;75;;486.536;1.702.876;Mujer;EDP;;
Clinique;Happy De Clinique Mujer Edp 100ml;100;;360.686;1.262.401;Mujer;EDP;;
Coach;Coach Men Edt 100ml;100;;226.446;792.561;Hombre;EDT;;
Coach;Coach Men Tester Edt 100ml;100;;176.106;616.371;Hombre;EDT;Tester;
Coach;Coach Platinum Men Edp 100ml;100;;234.836;821.926;Hombre;EDP;;
Coach;Coach Platinum Men Tester Edp 100ml;100;;184.496;645.736;Hombre;EDP;Tester;
Coach;Coach Dreams Tester Edp 90ml;90;;176.106;616.371;Mujer;EDP;Tester;
Coach;Coach Edp 90ml;90;;243.226;851.291;Mujer;EDP;;
Coach;Coach Floral Blush Edp 90ml;90;;234.836;821.926;Mujer;EDP;;
Coach;Coach Floral Edp 90ml;90;;251.616;880.656;Mujer;EDP;;
Coach;Coach Floral Tester Edp 90ml;90;;167.716;587.006;Mujer;EDP;Tester;
Coach;Coach Mujer Tester Edt 90ml;90;;176.106;616.371;Mujer;EDT;Tester;
Coach;Coach Tester Edp 90ml;90;;180.301;631.054;Mujer;EDP;Tester;
Coleccion Exclusiva;Black Is Black Pour Homme Edt 100ml;100;;41.866;146.531;Hombre;EDT;;
Coleccion Exclusiva;Black Is Black Venom Edt 100ml;100;;41.866;146.531;Hombre;EDT;;
Coleccion Exclusiva;Fujiyama Homme Edt 100ml;100;;67.036;234.626;Hombre;EDT;;
Coleccion Exclusiva;Nyc Scents No.7474 Edt 25ml;25;;33.476;117.166;Hombre;EDT;;
Coleccion Exclusiva;Nyc Scents No.7475 Edt 25ml;25;;33.476;117.166;Hombre;EDT;;
Coleccion Exclusiva;Nyc Scents No.7500 Edt 25ml;25;;33.476;117.166;Hombre;EDT;;
Coleccion Exclusiva;Nyc Scents No.7501 Edt 25ml;25;;33.476;117.166;Hombre;EDT;;
Coleccion Exclusiva;Nyc Scents No.7526 Edt 25ml;25;;33.476;117.166;Hombre;EDT;;
Coleccion Exclusiva;Nyc Scents No.7547 Edt 25ml;25;;33.476;117.166;Hombre;EDT;;
Coleccion Exclusiva;Thallium Black Edt 100ml;100;;209.666;733.831;Hombre;EDT;;
Coleccion Exclusiva;Thallium Hombre Edt 100ml;100;;209.666;733.831;Hombre;EDT;;
Coleccion Exclusiva;Yatch Master 2 Edt 100ml;100;;58.646;205.261;Hombre;EDT;;
Coleccion Exclusiva;Black Is Black Blossom Edp 100ml;100;;41.866;146.531;Mujer;EDP;;
Coleccion Exclusiva;Cancun Breeze Body Mist 240ml;240;;20.891;73.119;Mujer;MIST;;
Coleccion Exclusiva;Cherry On Top Body Mist 240ml;240;;20.891;73.119;Mujer;MIST;;
Coleccion Exclusiva;Cool Girl Edp 40ml (Caja Blanca);40;;41.866;146.531;Mujer;EDP;;
Coleccion Exclusiva;Cool Girl Edp 40ml (Caja Negra);40;;41.866;146.531;Mujer;EDP;;
Coleccion Exclusiva;Cool Girl Edp 40ml (Caja Roja);40;;41.866;146.531;Mujer;EDP;;
Coleccion Exclusiva;Cool Girl Edp 40ml (Caja Salmon);40;;41.866;146.531;Mujer;EDP;;
Coleccion Exclusiva;Fujiyama Mujer Edp 100ml;100;;58.646;205.261;Mujer;EDP;;
Coleccion Exclusiva;Fujiyama Sexy Edp 100ml;100;;67.036;234.626;Mujer;EDP;;
Coleccion Exclusiva;Fujiyama Sexy Estuche Edt 100ml + Locion 100ml + Gel 100ml;100;;58.646;205.261;Mujer;EDT;;Estuche
Coleccion Exclusiva;Gold Women Edp 100ml;100;;41.866;146.531;Mujer;EDP;;
Coleccion Exclusiva;Green Apple Edp 100ml;100;;41.866;146.531;Mujer;EDP;;
Coleccion Exclusiva;O De La Vie Edp 80ml;80;;142.546;498.911;Mujer;EDP;;
Coleccion Exclusiva;Only Me Passion Edp 100ml;100;;125.766;440.181;Mujer;EDP;;
Coleccion Exclusiva;Thallium Women Edp 100ml;100;;209.666;733.831;Mujer;EDP;;
Cuba;Cuba Black Edt 100ml;100;;46.061;161.214;Hombre;EDT;;
Cuba;Cuba Black Edt 35ml;35;;25.086;87.801;Hombre;EDT;;
Cuba;Cuba Blue Edt 100ml;100;;46.061;161.214;Hombre;EDT;;
Cuba;Cuba Brazil Edt 100ml;100;;46.061;161.214;Hombre;EDT;;
Cuba;Cuba Brown Edt 100ml;100;;46.061;161.214;Hombre;EDT;;
Cuba;Cuba Brown Edt 35ml;35;;25.086;87.801;Hombre;EDT;;
Cuba;Cuba Gold Estuche Edt 100ml+Body Spray 200ml+Af.Shave 100ml;100;;83.816;293.356;Hombre;EDT;;Estuche
Cuba;Cuba Gold Hombre Edt 100ml;100;;46.061;161.214;Hombre;EDT;;
Cuba;Cuba Green Edt 100ml;100;;46.061;161.214;Hombre;EDT;;
Cuba;Cuba Grey Edt 100ml;100;;46.061;161.214;Hombre;EDT;;
Cuba;Cuba Grey Edt 35ml;35;;25.086;87.801;Hombre;EDT;;
Cuba;Cuba Orange Edt 100ml;100;;46.061;161.214;Hombre;EDT;;
Cuba;Cuba Red Edt 100ml;100;;46.061;161.214;Hombre;EDT;;
Cuba;Cuba Royal Edt 100ml;100;;46.061;161.214;Hombre;EDT;;
Cuba;Cuba Silver Blue Edt 100ml;100;;46.061;161.214;Hombre;EDT;;
Cuba;Cuba Wild Heart Edt 100ml;100;;46.061;161.214;Hombre;EDT;;
Cuba;Cuba Winner Edt 100ml;100;;46.061;161.214;Hombre;EDT;;
Cuba;Cuba Heartbreaker Edp 100ml;100;;50.256;175.896;Mujer;EDP;;
Cuba;Cuba Jungle Snake Edp 100ml;100;;50.256;175.896;Mujer;EDP;;
Cuba;Cuba Jungle Tiger Edp 100ml;100;;50.256;175.896;Mujer;EDP;;
Cuba;Cuba Jungle Zebra Edp 100ml;100;;50.256;175.896;Mujer;EDP;;
Cuba;Cuba Jungle Zebra Edp 35ml;35;;25.086;87.801;Mujer;EDP;;
Cuba;Cuba Strass Heart Breaker Glittering Edp 100ml;100;;50.256;175.896;Mujer;EDP;;
Cuba;Cuba Strass Tiger Glittering Edp 100ml;100;;50.256;175.896;Mujer;EDP;;
Cuba;Cuba Strass Zebra Glittering Edp 100ml;100;;50.256;175.896;Mujer;EDP;;
Davidoff;Cool Water Edt 125ml;125;;159.326;557.641;Hombre;EDT;;
Davidoff;Cool Water Hombre Desodorante 75ml;75;;67.036;234.626;Hombre;DESODORANTE;;
Davidoff;Cool Water Hombre Tester Edt 125ml;125;;134.156;469.546;Hombre;EDT;Tester;
Davidoff;Cool Water Intense Edp 125ml;125;;260.006;910.021;Hombre;EDP;;
Davidoff;Cool Water Men Edt 200ml;200;;209.666;733.831;Hombre;EDT;;
Davidoff;Cool Water Night Dive Hombre Edt 50ml;50;;108.986;381.451;Hombre;EDT;;
Davidoff;Cool Water Wave Edt 125ml;125;;150.936;528.276;Hombre;EDT;;
Davidoff;Cool Water Wave Edt 40ml;40;;58.646;205.261;Hombre;EDT;;
Davidoff;Davidoff Brilliant Game Edt 100ml;100;;209.666;733.831;Hombre;EDT;;
Davidoff;Davidoff Champion Edt 50ml;50;;100.596;352.086;Hombre;EDT;;
Davidoff;Davidoff Champion Edt 90ml;90;;150.936;528.276;Hombre;EDT;;
Davidoff;Davidoff The Brilliant Game Tester Edt 100ml;100;;192.886;675.101;Hombre;EDT;Tester;
Davidoff;Hot Water Edt 110ml;110;;150.936;528.276;Hombre;EDT;;
Davidoff;Cool Water Mujer Desodorante 100ml;100;;67.036;234.626;Mujer;DESODORANTE;;
Davidoff;Cool Water Mujer Edt 200ml;200;;251.616;880.656;Mujer;EDT;;
Davidoff;Cool Water Mujer Tester Edt 100ml;100;;134.156;469.546;Mujer;EDT;Tester;
Davidoff;Cool Water Night Dive Mujer Edt 30ml;30;;71.231;249.309;Mujer;EDT;;
Davidoff;Cool Water Woman Edt 100ml;100;;150.936;528.276;Mujer;EDT;;
Diesel;Diesel Bad Tester Edt 75ml;75;;209.666;733.831;Hombre;EDT;Tester;
Diesel;Diesel Only The Brave Edt 75ml;75;;343.906;1.203.671;Hombre;EDT;;
Diesel;Diesel Only The Brave Street Tester Edt 75ml;75;;209.666;733.831;Hombre;EDT;Tester;
Diesel;Fuel For Life Edt 125ml;125;;335.516;1.174.306;Hombre;EDT;;
Diesel;Fuel For Life Men Tester Edt 75ml;75;;251.616;880.656;Hombre;EDT;Tester;
Diesel;Only The Brave Edt 125ml;125;;377.466;1.321.131;Hombre;EDT;;
Diesel;Only The Brave Estuche Edt 75ml+35ml;75 + 35;;444.586;1.556.051;Hombre;ML;;Estuche
Diesel;Only The Brave High Edt 75ml;75;;335.516;1.174.306;Hombre;EDT;;
Diesel;Only The Brave Tattoo Edt 35ml;35;;176.106;616.371;Hombre;EDT;;
Diesel;Only The Brave Tattoo Hombre Edt 75ml;75;;335.516;1.174.306;Hombre;EDT;;
Diesel;Only The Brave Tattoo Tester Edt 75ml;75;;218.056;763.196;Hombre;EDT;Tester;
Diesel;Only The Brave Tester Edt 75ml;75;;243.226;851.291;Hombre;EDT;Tester;
Diesel;Plus Plus Masculine Edt 75ml;75;;71.231;249.309;Hombre;EDT;;
Diesel;Spirit Of The Brave Edt 125ml;125;;335.516;1.174.306;Hombre;EDT;;
Diesel;Spirit Of The Brave Edt 35ml;35;;192.886;675.101;Hombre;EDT;;
Diesel;Spirit Of The Brave Tester Edt 75ml;75;;260.006;910.021;Hombre;EDT;Tester;
Diesel;Zero Plus Masculine Edt 75ml;75;;71.231;249.309;Hombre;EDT;;
Diesel;Green Woman Edt 75ml;75;;71.231;249.309;Mujer;EDT;;
Diesel;Loverdose Edp 75ml;75;;377.466;1.321.131;Mujer;EDP;;
Diesel;Loverdose Red Kiss Tester Edp 75ml;75;;260.006;910.021;Mujer;EDP;Tester;
Diesel;Loverdose Tattoo Edp 75ml;75;;360.686;1.262.401;Mujer;EDP;;
Diesel;Plus Plus Feminine Edt 75ml;75;;71.231;249.309;Mujer;EDT;;
Diesel;Zero Plus Feminine Edt 75ml;75;;71.231;249.309;Mujer;EDT;;
Dior;Dior Eau Sauvage Edt 100ml;100;;511.706;1.790.971;Hombre;EDT;;
Dior;Dior Homme Edt 100ml;100;;629.166;2.202.081;Hombre;EDT;;
Dior;Dior Sauvage Edp 100ml;100;;838.916;2.936.206;Hombre;EDP;;
Dior;Dior Sauvage Edt 100ml;100;;755.016;2.642.556;Hombre;EDT;;
Dior;Dior Sauvage Edt 200ml;200;;1.005.961;3.520.864;Hombre;EDT;;
Dior;Dior Sauvage Men Tester Edt 100ml;100;;671.116;2.348.906;Hombre;EDT;Tester;
Dior;Fahrenheit Edt 100ml;100;;671.116;2.348.906;Hombre;EDT;;
Dior;Fahrenheit Edt 200ml;200;;922.061;3.227.214;Hombre;EDT;;
Dior;Fahrenheit Tester Edt 100ml;100;;503.316;1.761.606;Hombre;EDT;Tester;
Dior;Dior Jadore Infinissime Edp 100ml;100;;922.816;3.229.856;Mujer;EDP;;
Dior;Dior Joy Intense Edp 90ml;90;;713.066;2.495.731;Mujer;EDP;;
Dior;Dior Joy Intense Tester Edp 90ml;90;;679.506;2.378.271;Mujer;EDP;Tester;
Dior;Dior Joy Tester Edp 90ml;90;;679.506;2.378.271;Mujer;EDP;Tester;
Dior;Dior Poison Tester Edt 100ml;100;;595.606;2.084.621;Mujer;EDT;Tester;
Dior;Hypnotic Poison Edt 100ml;100;;755.016;2.642.556;Mujer;EDT;;
Dior;Jadore Edp 100ml;100;;889.256;3.112.396;Mujer;EDP;;
Dior;Jadore Edt 100ml;100;;637.556;2.231.446;Mujer;EDT;;
Dior;Jadore In Joy Tester Edt 100ml;100;;553.656;1.937.796;Mujer;EDT;Tester;
Dior;Jadore Tester Edt 100ml;100;;595.606;2.084.621;Mujer;EDT;Tester;
Dior;Miss Dior Rose & Roses Tester Edt 100ml;100;;553.656;1.937.796;Mujer;EDT;Tester;
Dior;Miss Dior Rose N Roses Edt 100ml;100;;637.556;2.231.446;Mujer;EDT;;
Dior;Miss Dior Tester Edp 100ml;100;;755.016;2.642.556;Mujer;EDP;Tester;
Dkny;Be Delicious Fresh Blossom Edp 100ml;100;;268.396;939.386;Mujer;EDP;;
Dkny;Be Delicious Fresh Blossom Tester Edp 100ml;100;;251.616;880.656;Mujer;EDP;Tester;
Dkny;Be Delicious Mujer Edp 100ml;100;;268.396;939.386;Mujer;EDP;;
Dkny;Be Delicious Tester Edp 100ml;100;;251.616;880.656;Mujer;EDP;Tester;
Dkny;Be Desired Tester Edp 100ml;100;;251.616;880.656;Mujer;EDP;Tester;
Dkny;Be Tempted Edp 100ml;100;;268.396;939.386;Mujer;EDP;;
Dkny;Dkny Be Delicious Collectors Edition Edp 50ml;50;;176.106;616.371;Mujer;EDP;;
Dkny;Dkny Energizing Woman Edicion Limitada Edt 100ml;100;;251.616;880.656;Mujer;EDT;;
Dkny;Dkny Ennergizing Tester Edp 100ml;100;;251.616;880.656;Mujer;EDP;Tester;
Dkny;Dkny Liquid Cashmere Aqua Edp 100ml;100;;260.006;910.021;Mujer;EDP;;
Dkny;Dkny Nectar Love Edp 100ml;100;;268.396;939.386;Mujer;EDP;;
Dkny;Dkny Pure Edp 100ml;100;;260.006;910.021;Mujer;EDP;;
Dkny;Dkny Pure Verbena Edp 100ml;100;;268.396;939.386;Mujer;EDP;;
Dkny;Dkny(Torre) Energizing Woman Edp 100ml;100;;285.176;998.116;Mujer;EDP;;
Dkny;Energizing Women (Torre) Edicion Limitada Edt 100ml;100;;209.666;733.831;Mujer;EDT;;
Dkny;Golden Delicious Edp 100ml;100;;260.006;910.021;Mujer;EDP;;
Dkny;My Ny Mujer Edp 100ml;100;;251.616;880.656;Mujer;EDP;;
Dkny;My Ny Tester Edp 100ml;100;;251.616;880.656;Mujer;EDP;Tester;
Dolce & Gabbana;D&G Intenso Edp 125ml;125;;335.516;1.174.306;Hombre;EDP;;
Dolce & Gabbana;D&G Intenso Tester Edp 125ml;125;;310.346;1.086.211;Hombre;EDP;Tester;
Dolce & Gabbana;D&G The One Hombre Edt 100ml;100;;377.466;1.321.131;Hombre;EDT;;
Dolce & Gabbana;D&G Tradicional Hombre Edt 200ml;200;;436.196;1.526.686;Hombre;EDT;;
Dolce & Gabbana;Dolce & Gabbana Pour Homme Edt 125ml;125;;419.416;1.467.956;Hombre;EDT;;
Dolce & Gabbana;Grey The One For Men Edt 50ml;50;;255.811;895.339;Hombre;EDT;;
Dolce & Gabbana;Intenso Hombre Edp 75ml;75;;243.226;851.291;Hombre;EDP;;
Dolce & Gabbana;K By Dolce & Gabbana Edp 100ml;100;;503.316;1.761.606;Hombre;EDP;;
Dolce & Gabbana;K By Dolce & Gabbana Edt 100ml;100;;419.416;1.467.956;Hombre;EDT;;
Dolce & Gabbana;K By Dolce & Gabbana Edt 150ml;150;;629.166;2.202.081;Hombre;EDT;;
